a.event_date,c.area,c.regional,c.cluster,c.kabupaten,id pelanggan,a.package_keyword,b.grouping,b.day,b.quota_bns_mb,rev,trx,subs
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1962947845500,58088,ROAMax ASIA TENGGARA,7,10000,127500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1963015765673,43210,SAUDI ARABIA (UMROH),17,10000,319750,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144489547234662,58088,ROAMax ASIA TENGGARA,7,10000,127700,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144563999680580,58088,ROAMax ASIA TENGGARA,7,10000,127700,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1867996500266,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1963941600060,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,186876634035,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868786675202,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868873973864,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871034666774,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871038437946,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871092357835,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889436707242,58779,SAUDI ARABIA (HAJI),45,20000,948000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889491362050,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891793965903,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891874420708,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891896583140,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1893496735299,58774,SAUDI ARABIA (HAJI),20,10000,451000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1959899807484,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960575445778,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868062965781,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868820136568,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868857040643,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868936233139,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869168657086,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869726084971,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870706570417,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871014437791,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871022468517,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871027225791,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871036477679,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871042272161,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889447762721,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889509267734,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889520283032,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889558295017,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889617416701,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889671118504,58779,SAUDI ARABIA (HAJI),45,20000,948000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1890847779828,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891675836523,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891770920616,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891770952540,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891770952563,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891818952137,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891842140921,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891842577070,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891842577231,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891842577277,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891842577323,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891842577369,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891842577392,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891852157605,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891861423569,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891881985017,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891882761773,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892006484730,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1894056497500,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1894101378435,58779,SAUDI ARABIA (HAJI),45,20000,948000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1894823535149,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1959917238310,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960684734326,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960713768928,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960715703320,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960718214000,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960723098119,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960725292227,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960731308889,58776,SAUDI ARABIA (HAJI),45,20000,792300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960745355817,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960757718179,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960792932214,58779,SAUDI ARABIA (HAJI),45,20000,947000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960813485658,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1962640915491,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1962640917883,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1963048763405,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1963053475300,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1963909287360,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1963915860714,58776,SAUDI ARABIA (HAJI),45,20000,795000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1963934221821,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
